Year,Level,Division,Grade,Count
2020 - 2021,DIV,Roanoke County Public Schools,9,1203
2020 - 2021,DIV,Roanoke County Public Schools,10,1126
2020 - 2021,DIV,Roanoke County Public Schools,11,1035
2020 - 2021,DIV,Roanoke County Public Schools,12,1052
2020 - 2021,DIV,Rockbridge County Public Schools,,2711
2020 - 2021,DIV,Rockbridge County Public Schools,PK,75
2020 - 2021,DIV,Rockbridge County Public Schools,KG,142
2020 - 2021,DIV,Rockbridge County Public Schools,1,174
2020 - 2021,DIV,Rockbridge County Public Schools,2,179
2020 - 2021,DIV,Rockbridge County Public Schools,3,166
2020 - 2021,DIV,Rockbridge County Public Schools,4,157
2020 - 2021,DIV,Rockbridge County Public Schools,5,160
2020 - 2021,DIV,Rockbridge County Public Schools,6,193
2020 - 2021,DIV,Rockbridge County Public Schools,7,205
2020 - 2021,DIV,Rockbridge County Public Schools,8,232
2020 - 2021,DIV,Rockbridge County Public Schools,9,256
2020 - 2021,DIV,Rockbridge County Public Schools,10,277
2020 - 2021,DIV,Rockbridge County Public Schools,11,261
2020 - 2021,DIV,Rockbridge County Public Schools,12,234
2020 - 2021,DIV,Rockingham County Public Schools,,11354
2020 - 2021,DIV,Rockingham County Public Schools,PK,334
2020 - 2021,DIV,Rockingham County Public Schools,KG,760
2020 - 2021,DIV,Rockingham County Public Schools,1,802
2020 - 2021,DIV,Rockingham County Public Schools,2,749
2020 - 2021,DIV,Rockingham County Public Schools,3,795
2020 - 2021,DIV,Rockingham County Public Schools,4,794
2020 - 2021,DIV,Rockingham County Public Schools,5,836
2020 - 2021,DIV,Rockingham County Public Schools,6,885
2020 - 2021,DIV,Rockingham County Public Schools,7,857
2020 - 2021,DIV,Rockingham County Public Schools,8,899
2020 - 2021,DIV,Rockingham County Public Schools,9,963
2020 - 2021,DIV,Rockingham County Public Schools,10,926
2020 - 2021,DIV,Rockingham County Public Schools,11,922
2020 - 2021,DIV,Rockingham County Public Schools,12,832
2020 - 2021,DIV,Russell County Public Schools,,3552
2020 - 2021,DIV,Russell County Public Schools,PK,161
2020 - 2021,DIV,Russell County Public Schools,KG,260
2020 - 2021,DIV,Russell County Public Schools,1,262
2020 - 2021,DIV,Russell County Public Schools,2,239
2020 - 2021,DIV,Russell County Public Schools,3,235
2020 - 2021,DIV,Russell County Public Schools,4,241
2020 - 2021,DIV,Russell County Public Schools,5,238
2020 - 2021,DIV,Russell County Public Schools,6,253
2020 - 2021,DIV,Russell County Public Schools,7,289
2020 - 2021,DIV,Russell County Public Schools,8,280
2020 - 2021,DIV,Russell County Public Schools,9,276
2020 - 2021,DIV,Russell County Public Schools,10,310
2020 - 2021,DIV,Russell County Public Schools,11,233
2020 - 2021,DIV,Russell County Public Schools,12,275
2020 - 2021,DIV,Salem City Public Schools,,3834
2020 - 2021,DIV,Salem City Public Schools,PG,6
2020 - 2021,DIV,Salem City Public Schools,PK,77
2020 - 2021,DIV,Salem City Public Schools,KG,246
2020 - 2021,DIV,Salem City Public Schools,1,257
2020 - 2021,DIV,Salem City Public Schools,2,262
2020 - 2021,DIV,Salem City Public Schools,3,276
2020 - 2021,DIV,Salem City Public Schools,4,258
2020 - 2021,DIV,Salem City Public Schools,5,263
2020 - 2021,DIV,Salem City Public Schools,6,330
2020 - 2021,DIV,Salem City Public Schools,7,280
2020 - 2021,DIV,Salem City Public Schools,8,317
2020 - 2021,DIV,Salem City Public Schools,9,321
2020 - 2021,DIV,Salem City Public Schools,10,331
2020 - 2021,DIV,Salem City Public Schools,11,322
2020 - 2021,DIV,Salem City Public Schools,12,288
2020 - 2021,DIV,Scott County Public Schools,,3538
2020 - 2021,DIV,Scott County Public Schools,PK,174
2020 - 2021,DIV,Scott County Public Schools,KG,227
2020 - 2021,DIV,Scott County Public Schools,1,273
2020 - 2021,DIV,Scott County Public Schools,2,246
2020 - 2021,DIV,Scott County Public Schools,3,263
2020 - 2021,DIV,Scott County Public Schools,4,236
2020 - 2021,DIV,Scott County Public Schools,5,287
2020 - 2021,DIV,Scott County Public Schools,6,279
2020 - 2021,DIV,Scott County Public Schools,7,257
2020 - 2021,DIV,Scott County Public Schools,8,264
2020 - 2021,DIV,Scott County Public Schools,9,276
2020 - 2021,DIV,Scott County Public Schools,10,254
2020 - 2021,DIV,Scott County Public Schools,11,257
2020 - 2021,DIV,Scott County Public Schools,12,245
2020 - 2021,DIV,Shenandoah County Public Schools,,5772
2020 - 2021,DIV,Shenandoah County Public Schools,PG,3
2020 - 2021,DIV,Shenandoah County Public Schools,PK,154
2020 - 2021,DIV,Shenandoah County Public Schools,KG,363
2020 - 2021,DIV,Shenandoah County Public Schools,1,381
2020 - 2021,DIV,Shenandoah County Public Schools,2,409
2020 - 2021,DIV,Shenandoah County Public Schools,3,417
2020 - 2021,DIV,Shenandoah County Public Schools,4,413
2020 - 2021,DIV,Shenandoah County Public Schools,5,407
2020 - 2021,DIV,Shenandoah County Public Schools,6,430
2020 - 2021,DIV,Shenandoah County Public Schools,7,498
2020 - 2021,DIV,Shenandoah County Public Schools,8,448
2020 - 2021,DIV,Shenandoah County Public Schools,9,486
2020 - 2021,DIV,Shenandoah County Public Schools,10,427
2020 - 2021,DIV,Shenandoah County Public Schools,11,471
2020 - 2021,DIV,Shenandoah County Public Schools,12,465
2020 - 2021,DIV,Smyth County Public Schools,,4110
2020 - 2021,DIV,Smyth County Public Schools,PK,131
2020 - 2021,DIV,Smyth County Public Schools,KG,277
2020 - 2021,DIV,Smyth County Public Schools,1,276
2020 - 2021,DIV,Smyth County Public Schools,2,293
2020 - 2021,DIV,Smyth County Public Schools,3,276
2020 - 2021,DIV,Smyth County Public Schools,4,309
2020 - 2021,DIV,Smyth County Public Schools,5,284
2020 - 2021,DIV,Smyth County Public Schools,6,289
2020 - 2021,DIV,Smyth County Public Schools,7,322
2020 - 2021,DIV,Smyth County Public Schools,8,355
2020 - 2021,DIV,Smyth County Public Schools,9,339
2020 - 2021,DIV,Smyth County Public Schools,10,336
2020 - 2021,DIV,Smyth County Public Schools,11,314
2020 - 2021,DIV,Smyth County Public Schools,12,309
2020 - 2021,DIV,Southampton County Public Schools,,2610
2020 - 2021,DIV,Southampton County Public Schools,PK,109
2020 - 2021,DIV,Southampton County Public Schools,KG,171
2020 - 2021,DIV,Southampton County Public Schools,1,170
2020 - 2021,DIV,Southampton County Public Schools,2,205
2020 - 2021,DIV,Southampton County Public Schools,3,173
2020 - 2021,DIV,Southampton County Public Schools,4,169
2020 - 2021,DIV,Southampton County Public Schools,5,200
2020 - 2021,DIV,Southampton County Public Schools,6,182
2020 - 2021,DIV,Southampton County Public Schools,7,246
2020 - 2021,DIV,Southampton County Public Schools,8,225
2020 - 2021,DIV,Southampton County Public Schools,9,175
2020 - 2021,DIV,Southampton County Public Schools,10,189
2020 - 2021,DIV,Southampton County Public Schools,11,188
2020 - 2021,DIV,Southampton County Public Schools,12,208
2020 - 2021,DIV,Spotsylvania County Public Schools,,23038
2020 - 2021,DIV,Spotsylvania County Public Schools,PG,2
2020 - 2021,DIV,Spotsylvania County Public Schools,PK,401
2020 - 2021,DIV,Spotsylvania County Public Schools,KG,1362
2020 - 2021,DIV,Spotsylvania County Public Schools,1,1562
2020 - 2021,DIV,Spotsylvania County Public Schools,2,1549
2020 - 2021,DIV,Spotsylvania County Public Schools,3,1599
2020 - 2021,DIV,Spotsylvania County Public Schools,4,1669
2020 - 2021,DIV,Spotsylvania County Public Schools,5,1716
2020 - 2021,DIV,Spotsylvania County Public Schools,6,1700
2020 - 2021,DIV,Spotsylvania County Public Schools,7,1908
2020 - 2021,DIV,Spotsylvania County Public Schools,8,1914
2020 - 2021,DIV,Spotsylvania County Public Schools,9,1978
2020 - 2021,DIV,Spotsylvania County Public Schools,10,2027
2020 - 2021,DIV,Spotsylvania County Public Schools,11,1815
2020 - 2021,DIV,Spotsylvania County Public Schools,12,1836
2020 - 2021,DIV,Stafford County Public Schools,,29395
2020 - 2021,DIV,Stafford County Public Schools,PK,474
2020 - 2021,DIV,Stafford County Public Schools,KG,1757
2020 - 2021,DIV,Stafford County Public Schools,1,1924
2020 - 2021,DIV,Stafford County Public Schools,2,1957
2020 - 2021,DIV,Stafford County Public Schools,3,2011
2020 - 2021,DIV,Stafford County Public Schools,4,2094
2020 - 2021,DIV,Stafford County Public Schools,5,2160
2020 - 2021,DIV,Stafford County Public Schools,6,2244
2020 - 2021,DIV,Stafford County Public Schools,7,2426
2020 - 2021,DIV,Stafford County Public Schools,8,2451
2020 - 2021,DIV,Stafford County Public Schools,9,2563
2020 - 2021,DIV,Stafford County Public Schools,10,2544
2020 - 2021,DIV,Stafford County Public Schools,11,2306
2020 - 2021,DIV,Stafford County Public Schools,12,2484
2020 - 2021,DIV,Staunton City Public Schools,,2607
2020 - 2021,DIV,Staunton City Public Schools,PK,81
2020 - 2021,DIV,Staunton City Public Schools,KG,172
2020 - 2021,DIV,Staunton City Public Schools,1,203
2020 - 2021,DIV,Staunton City Public Schools,2,173
2020 - 2021,DIV,Staunton City Public Schools,3,191
2020 - 2021,DIV,Staunton City Public Schools,4,212
2020 - 2021,DIV,Staunton City Public Schools,5,187
2020 - 2021,DIV,Staunton City Public Schools,6,190
2020 - 2021,DIV,Staunton City Public Schools,7,225
2020 - 2021,DIV,Staunton City Public Schools,8,185
2020 - 2021,DIV,Staunton City Public Schools,9,208
2020 - 2021,DIV,Staunton City Public Schools,10,215
2020 - 2021,DIV,Staunton City Public Schools,11,206
2020 - 2021,DIV,Staunton City Public Schools,12,159
2020 - 2021,DIV,Suffolk City Public Schools,,13869
2020 - 2021,DIV,Suffolk City Public Schools,PK,348
2020 - 2021,DIV,Suffolk City Public Schools,KG,898
2020 - 2021,DIV,Suffolk City Public Schools,1,963
2020 - 2021,DIV,Suffolk City Public Schools,2,951
2020 - 2021,DIV,Suffolk City Public Schools,3,1014
2020 - 2021,DIV,Suffolk City Public Schools,4,1035
2020 - 2021,DIV,Suffolk City Public Schools,5,1053
2020 - 2021,DIV,Suffolk City Public Schools,6,1031
2020 - 2021,DIV,Suffolk City Public Schools,7,1114
2020 - 2021,DIV,Suffolk City Public Schools,8,1109
2020 - 2021,DIV,Suffolk City Public Schools,9,1271
2020 - 2021,DIV,Suffolk City Public Schools,10,1091
2020 - 2021,DIV,Suffolk City Public Schools,11,999
2020 - 2021,DIV,Suffolk City Public Schools,12,992
2020 - 2021,DIV,Surry County Public Schools,,679
2020 - 2021,DIV,Surry County Public Schools,PK,38
2020 - 2021,DIV,Surry County Public Schools,KG,32
2020 - 2021,DIV,Surry County Public Schools,1,36
2020 - 2021,DIV,Surry County Public Schools,2,52
2020 - 2021,DIV,Surry County Public Schools,3,55
2020 - 2021,DIV,Surry County Public Schools,4,42
2020 - 2021,DIV,Surry County Public Schools,5,57
2020 - 2021,DIV,Surry County Public Schools,6,51
2020 - 2021,DIV,Surry County Public Schools,7,44
2020 - 2021,DIV,Surry County Public Schools,8,53
2020 - 2021,DIV,Surry County Public Schools,9,51
2020 - 2021,DIV,Surry County Public Schools,10,65
2020 - 2021,DIV,Surry County Public Schools,11,55
2020 - 2021,DIV,Surry County Public Schools,12,48
2020 - 2021,DIV,Sussex County Public Schools,,1045
2020 - 2021,DIV,Sussex County Public Schools,PK,30
2020 - 2021,DIV,Sussex County Public Schools,KG,66
2020 - 2021,DIV,Sussex County Public Schools,1,80
2020 - 2021,DIV,Sussex County Public Schools,2,87
2020 - 2021,DIV,Sussex County Public Schools,3,74
2020 - 2021,DIV,Sussex County Public Schools,4,76
2020 - 2021,DIV,Sussex County Public Schools,5,76
2020 - 2021,DIV,Sussex County Public Schools,6,86
2020 - 2021,DIV,Sussex County Public Schools,7,85
2020 - 2021,DIV,Sussex County Public Schools,8,82
2020 - 2021,DIV,Sussex County Public Schools,9,79
2020 - 2021,DIV,Sussex County Public Schools,10,75
2020 - 2021,DIV,Sussex County Public Schools,11,81
2020 - 2021,DIV,Sussex County Public Schools,12,68
2020 - 2021,DIV,Tazewell County Public Schools,,5432
2020 - 2021,DIV,Tazewell County Public Schools,PK,130
2020 - 2021,DIV,Tazewell County Public Schools,KG,407
2020 - 2021,DIV,Tazewell County Public Schools,1,405
2020 - 2021,DIV,Tazewell County Public Schools,2,370
2020 - 2021,DIV,Tazewell County Public Schools,3,356
2020 - 2021,DIV,Tazewell County Public Schools,4,390
2020 - 2021,DIV,Tazewell County Public Schools,5,373
2020 - 2021,DIV,Tazewell County Public Schools,6,399
2020 - 2021,DIV,Tazewell County Public Schools,7,438
2020 - 2021,DIV,Tazewell County Public Schools,8,433
2020 - 2021,DIV,Tazewell County Public Schools,9,464
2020 - 2021,DIV,Tazewell County Public Schools,10,455
2020 - 2021,DIV,Tazewell County Public Schools,11,419
2020 - 2021,DIV,Tazewell County Public Schools,12,393
2020 - 2021,DIV,Virginia Beach City Public Schools,,65612
2020 - 2021,DIV,Virginia Beach City Public Schools,PK,1323
2020 - 2021,DIV,Virginia Beach City Public Schools,KG,4072
2020 - 2021,DIV,Virginia Beach City Public Schools,1,4814
2020 - 2021,DIV,Virginia Beach City Public Schools,2,4781
2020 - 2021,DIV,Virginia Beach City Public Schools,3,4795
2020 - 2021,DIV,Virginia Beach City Public Schools,4,4819
2020 - 2021,DIV,Virginia Beach City Public Schools,5,4967
2020 - 2021,DIV,Virginia Beach City Public Schools,6,5068
2020 - 2021,DIV,Virginia Beach City Public Schools,7,5181
2020 - 2021,DIV,Virginia Beach City Public Schools,8,5090
2020 - 2021,DIV,Virginia Beach City Public Schools,9,5453
2020 - 2021,DIV,Virginia Beach City Public Schools,10,5328
2020 - 2021,DIV,Virginia Beach City Public Schools,11,4933
2020 - 2021,DIV,Virginia Beach City Public Schools,12,4988
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,,63
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,2,1
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,3,5
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,5,3
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,6,3
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,7,8
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,8,5
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,9,8
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,10,8
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,11,6
2020 - 2021,DIV,Virginia School for the Deaf and Blind-Staunton,12,16
2020 - 2021,DIV,Warren County Public Schools,,5161
2020 - 2021,DIV,Warren County Public Schools,PG,1
2020 - 2021,DIV,Warren County Public Schools,PK,167
2020 - 2021,DIV,Warren County Public Schools,KG,337
2020 - 2021,DIV,Warren County Public Schools,1,369
2020 - 2021,DIV,Warren County Public Schools,2,363
2020 - 2021,DIV,Warren County Public Schools,3,354
2020 - 2021,DIV,Warren County Public Schools,4,363
2020 - 2021,DIV,Warren County Public Schools,5,338
2020 - 2021,DIV,Warren County Public Schools,6,368
2020 - 2021,DIV,Warren County Public Schools,7,402
2020 - 2021,DIV,Warren County Public Schools,8,431
2020 - 2021,DIV,Warren County Public Schools,9,428
2020 - 2021,DIV,Warren County Public Schools,10,411
2020 - 2021,DIV,Warren County Public Schools,11,414
2020 - 2021,DIV,Warren County Public Schools,12,415
2020 - 2021,DIV,Washington County Public Schools,,6760
2020 - 2021,DIV,Washington County Public Schools,PK,209
2020 - 2021,DIV,Washington County Public Schools,KG,426
2020 - 2021,DIV,Washington County Public Schools,1,431
2020 - 2021,DIV,Washington County Public Schools,2,455
2020 - 2021,DIV,Washington County Public Schools,3,485
2020 - 2021,DIV,Washington County Public Schools,4,442
2020 - 2021,DIV,Washington County Public Schools,5,493
2020 - 2021,DIV,Washington County Public Schools,6,530
2020 - 2021,DIV,Washington County Public Schools,7,523
2020 - 2021,DIV,Washington County Public Schools,8,563
2020 - 2021,DIV,Washington County Public Schools,9,554
2020 - 2021,DIV,Washington County Public Schools,10,550
2020 - 2021,DIV,Washington County Public Schools,11,562
2020 - 2021,DIV,Washington County Public Schools,12,537
2020 - 2021,DIV,Waynesboro City Public Schools,,2914
2020 - 2021,DIV,Waynesboro City Public Schools,PK,104
2020 - 2021,DIV,Waynesboro City Public Schools,KG,168
2020 - 2021,DIV,Waynesboro City Public Schools,1,201
2020 - 2021,DIV,Waynesboro City Public Schools,2,198
2020 - 2021,DIV,Waynesboro City Public Schools,3,208
2020 - 2021,DIV,Waynesboro City Public Schools,4,223
2020 - 2021,DIV,Waynesboro City Public Schools,5,216
2020 - 2021,DIV,Waynesboro City Public Schools,6,225
2020 - 2021,DIV,Waynesboro City Public Schools,7,250
2020 - 2021,DIV,Waynesboro City Public Schools,8,223
2020 - 2021,DIV,Waynesboro City Public Schools,9,250
2020 - 2021,DIV,Waynesboro City Public Schools,10,232
2020 - 2021,DIV,Waynesboro City Public Schools,11,207
2020 - 2021,DIV,Waynesboro City Public Schools,12,209
2020 - 2021,DIV,West Point Public Schools,,804
2020 - 2021,DIV,West Point Public Schools,PK,8
2020 - 2021,DIV,West Point Public Schools,KG,56
2020 - 2021,DIV,West Point Public Schools,1,58
2020 - 2021,DIV,West Point Public Schools,2,51
2020 - 2021,DIV,West Point Public Schools,3,54
2020 - 2021,DIV,West Point Public Schools,4,61
2020 - 2021,DIV,West Point Public Schools,5,47
2020 - 2021,DIV,West Point Public Schools,6,51
2020 - 2021,DIV,West Point Public Schools,7,75
2020 - 2021,DIV,West Point Public Schools,8,65
2020 - 2021,DIV,West Point Public Schools,9,80
2020 - 2021,DIV,West Point Public Schools,10,69
2020 - 2021,DIV,West Point Public Schools,11,70
2020 - 2021,DIV,West Point Public Schools,12,59
2020 - 2021,DIV,Westmoreland County Public Schools,,1548
2020 - 2021,DIV,Westmoreland County Public Schools,PK,63
2020 - 2021,DIV,Westmoreland County Public Schools,KG,121
2020 - 2021,DIV,Westmoreland County Public Schools,1,109
